	car_ID	symboling	CarName	fueltype	aspiration	doornumber	carbody	drivewheel	enginelocation	wheelbase	carlength	carwidth	carheight	curbweight	enginetype	cylindernumber	enginesize	fuelsystem	boreratio	stroke	compressionratio	horsepower	peakrpm	citympg	highwaympg	price	Phase	Price Predictions
102	103	0	nissan fuga - 103	gas	std	four	wagon	fwd	front	100.4	184.6	66.5	56.1	3296	ohcv	six	181	mpfi	3.43	3.27	9.0	152	5200	17	22	14399.0	Existing data	14315.386
103	104	0	nissan otti - 104	gas	std	four	sedan	fwd	front	100.4	184.6	66.5	55.1	3060	ohcv	six	181	mpfi	3.43	3.27	9.0	152	5200	19	25	13499.0	Existing data	13545.217
104	105	3	nissan teana - 105	gas	std	two	hatchback	rwd	front	91.3	170.7	67.9	49.7	3071	ohcv	six	181	mpfi	3.43	3.27	9.0	160	5200	19	25	17199.0	Existing data	17236.719
105	106	3	nissan kicks - 106	gas	turbo	two	hatchback	rwd	front	91.3	170.7	67.9	49.7	3139	ohcv	six	181	mpfi	3.43	3.27	7.8	200	5200	17	23	19699.0	Existing data	19631.742
106	107	1	nissan clipper - 107	gas	std	two	hatchback	rwd	front	99.2	178.5	67.9	49.7	3139	ohcv	six	181	mpfi	3.43	3.27	9.0	160	5200	19	25	18399.0	New unseen data	16429.654
107	108	0	peugeot 504 - 108	gas	std	four	sedan	rwd	front	107.9	186.7	68.4	56.7	3020	l	four	120	mpfi	3.46	3.19	8.4	97	5000	19	24	11900.0	Existing data	12087.854
108	109	0	peugeot 304 - 109	diesel	turbo	four	sedan	rwd	front	107.9	186.7	68.4	56.7	3197	l	four	152	idi	3.7	3.52	21.0	95	4150	28	33	13200.0	Existing data	13396.4795
109	110	0	peugeot 504 (sw) - 110	gas	std	four	wagon	rwd	front	114.2	198.9	68.4	58.7	3230	l	four	120	mpfi	3.46	3.19	8.4	97	5000	19	24	12440.0	Existing data	12482.3
110	111	0	peugeot 504 - 111	diesel	turbo	four	wagon	rwd	front	114.2	198.9	68.4	58.7	3430	l	four	152	idi	3.7	3.52	21.0	95	4150	25	25	13860.0	Existing data	14014.764
111	112	0	peugeot 504 - 112	gas	std	four	sedan	rwd	front	107.9	186.7	68.4	56.7	3075	l	four	120	mpfi	3.46	2.19	8.4	95	5000	19	24	15580.0	Existing data	15583.06
112	113	0	peugeot 604sl - 113	diesel	turbo	four	sedan	rwd	front	107.9	186.7	68.4	56.7	3252	l	four	152	idi	3.7	3.52	21.0	95	4150	28	33	16900.0	Existing data	16651.422
113	114	0	peugeot 504 - 114	gas	std	four	wagon	rwd	front	114.2	198.9	68.4	56.7	3285	l	four	120	mpfi	3.46	2.19	8.4	95	5000	19	24	16695.0	Existing data	16674.09
114	115	0	peugeot 505s turbo diesel - 115	diesel	turbo	four	wagon	rwd	front	114.2	198.9	68.4	58.7	3485	l	four	152	idi	3.7	3.52	21.0	95	4150	25	25	17075.0	Existing data	16987.482
115	116	0	peugeot 504 - 116	gas	std	four	sedan	rwd	front	107.9	186.7	68.4	56.7	3075	l	four	120	mpfi	3.46	3.19	8.4	97	5000	19	24	16630.0	Existing data	16447.195
116	117	0	peugeot 504 - 117	diesel	turbo	four	sedan	rwd	front	107.9	186.7	68.4	56.7	3252	l	four	152	idi	3.7	3.52	21.0	95	4150	28	33	17950.0	New unseen data	16636.016
117	118	0	peugeot 604sl - 118	gas	turbo	four	sedan	rwd	front	108.0	186.7	68.3	56.0	3130	l	four	134	mpfi	3.61	3.21	7.0	142	5600	18	24	18150.0	New unseen data	19491.68
118	119	1	plymouth fury iii - 119	gas	std	two	hatchback	fwd	front	93.7	157.3	63.8	50.8	1918	ohc	four	90	2bbl	2.97	3.23	9.4	68	5500	37	41	5572.0	Existing data	5622.174
119	120	1	plymouth cricket - 120	gas	turbo	two	hatchback	fwd	front	93.7	157.3	63.8	50.8	2128	ohc	four	98	spdi	3.03	3.39	7.6	102	5500	24	30	7957.0	Existing data	7957.455
120	121	1	plymouth fury iii - 121	gas	std	four	hatchback	fwd	front	93.7	157.3	63.8	50.6	1967	ohc	four	90	2bbl	2.97	3.23	9.4	68	5500	31	38	6229.0	Existing data	6250.282
121	122	1	plymouth satellite custom (sw) - 122	gas	std	four	sedan	fwd	front	93.7	167.3	63.8	50.8	1989	ohc	four	90	2bbl	2.97	3.23	9.4	68	5500	31	38	6692.0	New unseen data	6895.756
122	123	1	plymouth fury gran sedan - 123	gas	std	four	sedan	fwd	front	93.7	167.3	63.8	50.8	2191	ohc	four	98	2bbl	2.97	3.23	9.4	68	5500	31	38	7609.0	New unseen data	7296.3906
123	124	-1	plymouth valiant - 124	gas	std	four	wagon	fwd	front	103.3	174.6	64.6	59.8	2535	ohc	four	122	2bbl	3.35	3.46	8.5	88	5000	24	30	8921.0	Existing data	8849.122
124	125	3	plymouth duster - 125	gas	turbo	two	hatchback	rwd	front	95.9	173.2	66.3	50.2	2818	ohc	four	156	spdi	3.59	3.86	7.0	145	5000	19	24	12764.0	Existing data	12950.647
125	126	3	porsche macan - 126	gas	std	two	hatchback	rwd	front	94.5	168.9	68.3	50.2	2778	ohc	four	151	mpfi	3.94	3.11	9.5	143	5500	19	27	22018.0	Existing data	21929.926
126	127	3	porcshce panamera - 127	gas	std	two	hardtop	rwd	rear	89.5	168.9	65.0	51.6	2756	ohcf	six	194	mpfi	3.74	2.9	9.5	207	5900	17	25	32528.0	Existing data	32628.264
127	128	3	porsche cayenne - 128	gas	std	two	hardtop	rwd	rear	89.5	168.9	65.0	51.6	2756	ohcf	six	194	mpfi	3.74	2.9	9.5	207	5900	17	25	34028.0	Existing data	33953.85
128	129	3	porsche boxter - 129	gas	std	two	convertible	rwd	rear	89.5	168.9	65.0	51.6	2800	ohcf	six	194	mpfi	3.74	2.9	9.5	207	5900	17	25	37028.0	Existing data	36907.16
129	130	1	porsche cayenne - 130	gas	std	two	hatchback	rwd	front	98.4	175.7	72.3	50.5	3366	dohcv	eight	203	mpfi	3.94	3.11	10.0	288	5750	17	28	31400.5	Existing data	31391.586
130	131	0	renault 12tl - 131	gas	std	four	wagon	fwd	front	96.1	181.5	66.5	55.2	2579	ohc	four	132	mpfi	3.46	3.9	8.7	90	5100	23	31	9295.0	Existing data	9376.719
131	132	2	renault 5 gtl - 132	gas	std	two	hatchback	fwd	front	96.1	176.8	66.6	50.5	2460	ohc	four	132	mpfi	3.46	3.9	8.7	90	5100	23	31	9895.0	New unseen data	9115.814
132	133	3	saab 99e - 133	gas	std	two	hatchback	fwd	front	99.1	186.6	66.5	56.1	2658	ohc	four	121	mpfi	3.54	3.07	9.31	110	5250	21	28	11850.0	New unseen data	12482.785
133	134	2	saab 99le - 134	gas	std	four	sedan	fwd	front	99.1	186.6	66.5	56.1	2695	ohc	four	121	mpfi	3.54	3.07	9.3	110	5250	21	28	12170.0	Existing data	12571.103
134	135	3	saab 99le - 135	gas	std	two	hatchback	fwd	front	99.1	186.6	66.5	56.1	2707	ohc	four	121	mpfi	2.54	2.07	9.3	110	5250	21	28	15040.0	New unseen data	15301.378
135	136	2	saab 99gle - 136	gas	std	four	sedan	fwd	front	99.1	186.6	66.5	56.1	2758	ohc	four	121	mpfi	3.54	3.07	9.3	110	5250	21	28	15510.0	Existing data	15190.671
136	137	3	saab 99gle - 137	gas	turbo	two	hatchback	fwd	front	99.1	186.6	66.5	56.1	2808	dohc	four	121	mpfi	3.54	3.07	9.0	160	5500	19	26	18150.0	Existing data	17995.762
137	138	2	saab 99e - 138	gas	turbo	four	sedan	fwd	front	99.1	186.6	66.5	56.1	2847	dohc	four	121	mpfi	3.54	3.07	9.0	160	5500	19	26	18620.0	New unseen data	17214.637
138	139	2	subaru - 139	gas	std	two	hatchback	fwd	front	93.7	156.9	63.4	53.7	2050	ohcf	four	97	2bbl	3.62	2.36	9.0	69	4900	31	36	5118.0	Existing data	5166.7744
139	140	2	subaru dl - 140	gas	std	two	hatchback	fwd	front	93.7	157.9	63.6	53.7	2120	ohcf	four	108	2bbl	3.62	2.64	8.7	73	4400	26	31	7053.0	Existing data	7078.603
140	141	2	subaru dl - 141	gas	std	two	hatchback	4wd	front	93.3	157.3	63.8	55.7	2240	ohcf	four	108	2bbl	3.62	2.64	8.7	73	4400	26	31	7603.0	Existing data	7549.4644
141	142	0	subaru - 142	gas	std	four	sedan	fwd	front	97.2	172.0	65.4	52.5	2145	ohcf	four	108	2bbl	3.62	2.64	9.5	82	4800	32	37	7126.0	Existing data	7327.2783
142	143	0	subaru brz - 143	gas	std	four	sedan	fwd	front	97.2	172.0	65.4	52.5	2190	ohcf	four	108	2bbl	3.62	2.64	9.5	82	4400	28	33	7775.0	Existing data	7763.1284
143	144	0	subaru baja - 144	gas	std	four	sedan	fwd	front	97.2	172.0	65.4	52.5	2340	ohcf	four	108	mpfi	3.62	2.64	9.0	94	5200	26	32	9960.0	Existing data	9699.884
144	145	0	subaru r1 - 145	gas	std	four	sedan	4wd	front	97.0	172.0	65.4	54.3	2385	ohcf	four	108	2bbl	3.62	2.64	9.0	82	4800	24	25	9233.0	Existing data	9043.043
145	146	0	subaru r2 - 146	gas	turbo	four	sedan	4wd	front	97.0	172.0	65.4	54.3	2510	ohcf	four	108	mpfi	3.62	2.64	7.7	111	4800	24	29	11259.0	Existing data	11198.995
146	147	0	subaru trezia - 147	gas	std	four	wagon	fwd	front	97.0	173.5	65.4	53.0	2290	ohcf	four	108	2bbl	3.62	2.64	9.0	82	4800	28	32	7463.0	Existing data	7641.5693
147	148	0	subaru tribeca - 148	gas	std	four	wagon	fwd	front	97.0	173.5	65.4	53.0	2455	ohcf	four	108	mpfi	3.62	2.64	9.0	94	5200	25	31	10198.0	New unseen data	9676.017
148	149	0	subaru dl - 149	gas	std	four	wagon	4wd	front	96.9	173.6	65.4	54.9	2420	ohcf	four	108	2bbl	3.62	2.64	9.0	82	4800	23	29	8013.0	Existing data	8167.8394
149	150	0	subaru dl - 150	gas	turbo	four	wagon	4wd	front	96.9	173.6	65.4	54.9	2650	ohcf	four	108	mpfi	3.62	2.64	7.7	111	4800	23	23	11694.0	Existing data	11714.065
150	151	1	toyota corona mark ii - 151	gas	std	two	hatchback	fwd	front	95.7	158.7	63.6	54.5	1985	ohc	four	92	2bbl	3.05	3.03	9.0	62	4800	35	39	5348.0	New unseen data	6400.3
151	152	1	toyota corona - 152	gas	std	two	hatchback	fwd	front	95.7	158.7	63.6	54.5	2040	ohc	four	92	2bbl	3.05	3.03	9.0	62	4800	31	38	6338.0	Existing data	6413.6313
152	153	1	toyota corolla 1200 - 153	gas	std	four	hatchback	fwd	front	95.7	158.7	63.6	54.5	2015	ohc	four	92	2bbl	3.05	3.03	9.0	62	4800	31	38	6488.0	Existing data	6477.888
153	154	0	toyota corona hardtop - 154	gas	std	four	wagon	fwd	front	95.7	169.7	63.6	59.1	2280	ohc	four	92	2bbl	3.05	3.03	9.0	62	4800	31	37	6918.0	Existing data	7102.4785
154	155	0	toyota corolla 1600 (sw) - 155	gas	std	four	wagon	4wd	front	95.7	169.7	63.6	59.1	2290	ohc	four	92	2bbl	3.05	3.03	9.0	62	4800	27	32	7898.0	Existing data	7780.5405
155	156	0	toyota carina - 156	gas	std	four	wagon	4wd	front	95.7	169.7	63.6	59.1	3110	ohc	four	92	2bbl	3.05	3.03	9.0	62	4800	27	32	8778.0	Existing data	8814.041
156	157	0	toyota mark ii - 157	gas	std	four	sedan	fwd	front	95.7	166.3	64.4	53.0	2081	ohc	four	98	2bbl	3.19	3.03	9.0	70	4800	30	37	6938.0	Existing data	7243.645
157	158	0	toyota corolla 1200 - 158	gas	std	four	hatchback	fwd	front	95.7	166.3	64.4	52.8	2109	ohc	four	98	2bbl	3.19	3.03	9.0	70	4800	30	37	7198.0	Existing data	7236.0728
158	159	0	toyota corona - 159	diesel	std	four	sedan	fwd	front	95.7	166.3	64.4	53.0	2275	ohc	four	110	idi	3.27	3.35	22.5	56	4500	34	36	7898.0	New unseen data	8057.128
159	160	0	toyota corolla - 160	diesel	std	four	hatchback	fwd	front	95.7	166.3	64.4	52.8	2275	ohc	four	110	idi	3.27	3.35	22.5	56	4500	38	47	7788.0	Existing data	7756.8984
160	161	0	toyota corona - 161	gas	std	four	sedan	fwd	front	95.7	166.3	64.4	53.0	2094	ohc	four	98	2bbl	3.19	3.03	9.0	70	4800	38	47	7738.0	Existing data	7737.082
161	162	0	toyota corolla - 162	gas	std	four	hatchback	fwd	front	95.7	166.3	64.4	52.8	2122	ohc	four	98	2bbl	3.19	3.03	9.0	70	4800	28	34	8358.0	Existing data	8313.887
162	163	0	toyota mark ii - 163	gas	std	four	sedan	fwd	front	95.7	166.3	64.4	52.8	2140	ohc	four	98	2bbl	3.19	3.03	9.0	70	4800	28	34	9258.0	Existing data	8680.139
163	164	1	toyota corolla liftback - 164	gas	std	two	sedan	rwd	front	94.5	168.7	64.0	52.6	2169	ohc	four	98	2bbl	3.19	3.03	9.0	70	4800	29	34	8058.0	Existing data	8180.215
164	165	1	toyota corona - 165	gas	std	two	hatchback	rwd	front	94.5	168.7	64.0	52.6	2204	ohc	four	98	2bbl	3.19	3.03	9.0	70	4800	29	34	8238.0	Existing data	8044.7505
165	166	1	toyota celica gt liftback - 166	gas	std	two	sedan	rwd	front	94.5	168.7	64.0	52.6	2265	dohc	four	98	mpfi	3.24	3.08	9.4	112	6600	26	29	9298.0	New unseen data	9391.405
166	167	1	toyota corolla tercel - 167	gas	std	two	hatchback	rwd	front	94.5	168.7	64.0	52.6	2300	dohc	four	98	mpfi	3.24	3.08	9.4	112	6600	26	29	9538.0	Existing data	9633.538
167	168	2	toyota corona liftback - 168	gas	std	two	hardtop	rwd	front	98.4	176.2	65.6	52.0	2540	ohc	four	146	mpfi	3.62	3.5	9.3	116	4800	24	30	8449.0	Existing data	9130.155
168	169	2	toyota corolla - 169	gas	std	two	hardtop	rwd	front	98.4	176.2	65.6	52.0	2536	ohc	four	146	mpfi	3.62	3.5	9.3	116	4800	24	30	9639.0	Existing data	9384.797
169	170	2	toyota starlet - 170	gas	std	two	hatchback	rwd	front	98.4	176.2	65.6	52.0	2551	ohc	four	146	mpfi	3.62	3.5	9.3	116	4800	24	30	9989.0	New unseen data	10196.867
170	171	2	toyota tercel - 171	gas	std	two	hardtop	rwd	front	98.4	176.2	65.6	52.0	2679	ohc	four	146	mpfi	3.62	3.5	9.3	116	4800	24	30	11199.0	Existing data	10783.898
171	172	2	toyota corolla - 172	gas	std	two	hatchback	rwd	front	98.4	176.2	65.6	52.0	2714	ohc	four	146	mpfi	3.62	3.5	9.3	116	4800	24	30	11549.0	Existing data	11754.825
172	173	2	toyota cressida - 173	gas	std	two	convertible	rwd	front	98.4	176.2	65.6	53.0	2975	ohc	four	146	mpfi	3.62	3.5	9.3	116	4800	24	30	17669.0	New unseen data	12209.472
173	174	-1	toyota corolla - 174	gas	std	four	sedan	fwd	front	102.4	175.6	66.5	54.9	2326	ohc	four	122	mpfi	3.31	3.54	8.7	92	4200	29	34	8948.0	Existing data	9030.602
174	175	-1	toyota celica gt - 175	diesel	turbo	four	sedan	fwd	front	102.4	175.6	66.5	54.9	2480	ohc	four	110	idi	3.27	3.35	22.5	73	4500	30	33	10698.0	New unseen data	11217.251
175	176	-1	toyota corona - 176	gas	std	four	hatchback	fwd	front	102.4	175.6	66.5	53.9	2414	ohc	four	122	mpfi	3.31	3.54	8.7	92	4200	27	32	9988.0	Existing data	9952.831
176	177	-1	toyota corolla - 177	gas	std	four	sedan	fwd	front	102.4	175.6	66.5	54.9	2414	ohc	four	122	mpfi	3.31	3.54	8.7	92	4200	27	32	10898.0	New unseen data	10438.604
177	178	-1	toyota mark ii - 178	gas	std	four	hatchback	fwd	front	102.4	175.6	66.5	53.9	2458	ohc	four	122	mpfi	3.31	3.54	8.7	92	4200	27	32	11248.0	New unseen data	10033.798
178	179	3	toyota corolla liftback - 179	gas	std	two	hatchback	rwd	front	102.9	183.5	67.7	52.0	2976	dohc	six	171	mpfi	3.27	3.35	9.3	161	5200	20	24	16558.0	Existing data	16564.49
179	180	3	toyota corona - 180	gas	std	two	hatchback	rwd	front	102.9	183.5	67.7	52.0	3016	dohc	six	171	mpfi	3.27	3.35	9.3	161	5200	19	24	15998.0	New unseen data	16413.309
180	181	-1	toyota starlet - 181	gas	std	four	sedan	rwd	front	104.5	187.8	66.5	54.1	3131	dohc	six	171	mpfi	3.27	3.35	9.2	156	5200	20	24	15690.0	Existing data	15686.076
181	182	-1	toyouta tercel - 182	gas	std	four	wagon	rwd	front	104.5	187.8	66.5	54.1	3151	dohc	six	161	mpfi	3.27	3.35	9.2	156	5200	19	24	15750.0	Existing data	15743.66
182	183	2	vokswagen rabbit - 183	diesel	std	two	sedan	fwd	front	97.3	171.7	65.5	55.7	2261	ohc	four	97	idi	3.01	3.4	23.0	52	4800	37	46	7775.0	Existing data	7839.821
183	184	2	volkswagen 1131 deluxe sedan - 184	gas	std	two	sedan	fwd	front	97.3	171.7	65.5	55.7	2209	ohc	four	109	mpfi	3.19	3.4	9.0	85	5250	27	34	7975.0	Existing data	8209.945
184	185	2	volkswagen model 111 - 185	diesel	std	four	sedan	fwd	front	97.3	171.7	65.5	55.7	2264	ohc	four	97	idi	3.01	3.4	23.0	52	4800	37	46	7995.0	Existing data	7942.206
185	186	2	volkswagen type 3 - 186	gas	std	four	sedan	fwd	front	97.3	171.7	65.5	55.7	2212	ohc	four	109	mpfi	3.19	3.4	9.0	85	5250	27	34	8195.0	Existing data	8249.175
186	187	2	volkswagen 411 (sw) - 187	gas	std	four	sedan	fwd	front	97.3	171.7	65.5	55.7	2275	ohc	four	109	mpfi	3.19	3.4	9.0	85	5250	27	34	8495.0	Existing data	8393.7705
187	188	2	volkswagen super beetle - 188	diesel	turbo	four	sedan	fwd	front	97.3	171.7	65.5	55.7	2319	ohc	four	97	idi	3.01	3.4	23.0	68	4500	37	42	9495.0	Existing data	9376.738
188	189	2	volkswagen dasher - 189	gas	std	four	sedan	fwd	front	97.3	171.7	65.5	55.7	2300	ohc	four	109	mpfi	3.19	3.4	10.0	100	5500	26	32	9995.0	Existing data	10095.592
189	190	3	vw dasher - 190	gas	std	two	convertible	fwd	front	94.5	159.3	64.2	55.6	2254	ohc	four	109	mpfi	3.19	3.4	8.5	90	5500	24	29	11595.0	Existing data	11455.537
190	191	3	vw rabbit - 191	gas	std	two	hatchback	fwd	front	94.5	165.7	64.0	51.4	2221	ohc	four	109	mpfi	3.19	3.4	8.5	90	5500	24	29	9980.0	Existing data	10036.261
191	192	0	volkswagen rabbit - 192	gas	std	four	sedan	fwd	front	100.4	180.2	66.9	55.1	2661	ohc	five	136	mpfi	3.19	3.4	8.5	110	5500	19	24	13295.0	Existing data	13374.204
192	193	0	volkswagen rabbit custom - 193	diesel	turbo	four	sedan	fwd	front	100.4	180.2	66.9	55.1	2579	ohc	four	97	idi	3.01	3.4	23.0	68	4500	33	38	13845.0	New unseen data	11848.401
193	194	0	volkswagen dasher - 194	gas	std	four	wagon	fwd	front	100.4	183.1	66.9	55.1	2563	ohc	four	109	mpfi	3.19	3.4	9.0	88	5500	25	31	12290.0	Existing data	12143.308
194	195	-2	volvo 145e (sw) - 195	gas	std	four	sedan	rwd	front	104.3	188.8	67.2	56.2	2912	ohc	four	141	mpfi	3.78	3.15	9.5	114	5400	23	28	12940.0	Existing data	13030.484
195	196	-1	volvo 144ea - 196	gas	std	four	wagon	rwd	front	104.3	188.8	67.2	57.5	3034	ohc	four	141	mpfi	3.78	3.15	9.5	114	5400	23	28	13415.0	Existing data	13591.215
196	197	-2	volvo 244dl - 197	gas	std	four	sedan	rwd	front	104.3	188.8	67.2	56.2	2935	ohc	four	141	mpfi	3.78	3.15	9.5	114	5400	24	28	15985.0	New unseen data	13965.756
197	198	-1	volvo 245 - 198	gas	std	four	wagon	rwd	front	104.3	188.8	67.2	57.5	3042	ohc	four	141	mpfi	3.78	3.15	9.5	114	5400	24	28	16515.0	Existing data	16391.76
198	199	-2	volvo 264gl - 199	gas	turbo	four	sedan	rwd	front	104.3	188.8	67.2	56.2	3045	ohc	four	130	mpfi	3.62	3.15	7.5	162	5100	17	22	18420.0	Existing data	18455.896
199	200	-1	volvo diesel - 200	gas	turbo	four	wagon	rwd	front	104.3	188.8	67.2	57.5	3157	ohc	four	130	mpfi	3.62	3.15	7.5	162	5100	17	22	18950.0	Existing data	18856.979
200	201	-1	volvo 145e (sw) - 201	gas	std	four	sedan	rwd	front	109.1	188.8	68.9	55.5	2952	ohc	four	141	mpfi	3.78	3.15	9.5	114	5400	23	28	16845.0	Existing data	16924.344
201	202	-1	volvo 144ea - 202	gas	turbo	four	sedan	rwd	front	109.1	188.8	68.8	55.5	3049	ohc	four	141	mpfi	3.78	3.15	8.7	160	5300	19	25	19045.0	Existing data	19099.166
202	203	-1	volvo 244dl - 203	gas	std	four	sedan	rwd	front	109.1	188.8	68.9	55.5	3012	ohcv	six	173	mpfi	3.58	2.87	8.8	134	5500	18	23	21485.0	Existing data	21441.82
203	204	-1	volvo 246 - 204	diesel	turbo	four	sedan	rwd	front	109.1	188.8	68.9	55.5	3217	ohc	six	145	idi	3.01	3.4	23.0	106	4800	26	27	22470.0	New unseen data	19423.293
204	205	-1	volvo 264gl - 205	gas	turbo	four	sedan	rwd	front	109.1	188.8	68.9	55.5	3062	ohc	four	141	mpfi	3.78	3.15	9.5	114	5400	19	25	22625.0	Existing data	22465.455
